gene	uniprot	padj	baseMean	stat	log2FoldChange	description
LOC128232230	LRAD3	7.36537896242528e-16	403.835031102566	-8.48120830592491	-4.0321813029146	uncharacterized LOC128232230
LOC128231768	SPPL3	7.8270090401044e-16	826.239738922986	-8.47395236969952	-2.6968372126093	signal peptide peptidase-like 3
LOC128235029	RSAD2	9.21271392120337e-16	444.515827584071	-8.45459075380549	-3.25458938585954	radical S-adenosyl methionine domain-containing protein 2-like
LOC128214162	ZRAB2	1.07083011781538e-15	887.052443164405	-8.43611589869197	-3.16330138955245	zinc finger Ran-binding domain-containing protein 2-like
LOC128222410	PRTGB	1.07399326010497e-15	638.831840291305	-8.43559120026929	-3.11152654418956	protogenin B-like
LOC128243298	NA	1.37966345154812e-15	417.052435987951	-8.4055331005357	-3.51912012810882	uncharacterized LOC128243298
LOC128242132	KLD10	1.73971995683089e-15	139.543451651331	-8.37720435667134	-4.76315830597798	kelch domain-containing protein 10-like
LOC128211553	TDRD5	1.74086744918095e-15	381.140241510031	-8.37694873265597	-3.8324298184851	uncharacterized LOC128211553
LOC128246634	SKI	2.20321899005548e-15	1531.51474107527	-8.34792884951176	-3.23367795319832	ski oncogene-like
LOC128213718	NCOA6	2.44351995986183e-15	789.861389558917	-8.3355134935083	-3.64940069593506	nuclear receptor coactivator 6-like
LOC128217152	CHIP	2.75359920773677e-15	226.655395163807	-8.32101397640515	-3.85558755696853	E3 ubiquitin-protein ligase CHIP-like
LOC128215599	RHG21	3.22962350575445e-15	613.219645110967	-8.30103962997659	-2.64547294674284	uncharacterized LOC128215599
LOC128234298	RDX	4.42554510252774e-15	1586.22134781323	-8.26230951570556	-2.69922913263432	speckle-type POZ protein-like
LOC128228079	DCA12	5.74567601466031e-15	409.097009735743	-8.23022914300033	-2.9408514186191	DDB1- and CUL4-associated factor 12-like
LOC128231277	PPM1E	6.08592238694107e-15	914.622516576223	-8.22316147763298	-2.8846838476099	protein phosphatase 1E-like
LOC128220016	FBSP1	9.08466323325102e-15	342.359140748189	-8.17326522971666	-3.20725339360738	F-box/SPRY domain-containing protein 1-like
LOC128246219	SC5A6	1.48286235316879e-14	543.44041934529	-8.11310463546601	-3.09936471625471	sodium-dependent multivitamin transporter-like
LOC128237199	FOXO	1.71523830396619e-14	508.629983576296	-8.09488721829965	-2.81959303160071	forkhead box protein O-like
LOC128221235	TRI45	1.895076043527e-14	369.637919947425	-8.0823976430147	-3.41757154499783	tripartite motif-containing protein 45-like
LOC128209852	ESR1	2.27073574971548e-14	256.5448671371	-8.05878333928077	-3.2455053475207	estrogen receptor-like
LOC128209992	NA	2.50640220814974e-14	232.260139930552	-8.04636244360124	-3.60344210568746	actin-3-like
LOC128218824	BAP18	2.58970415552104e-14	454.292337247472	-8.04201928829635	-2.88914241711424	chromatin complexes subunit BAP18-like
LOC128228205	KLH13	2.88105487326619e-14	247.323736929098	-8.02877877202724	-3.12475080845235	kelch-like protein 26
LOC128209819	KLH20	3.02919457755567e-14	182.814841281873	-8.0222858172217	-3.99900604309095	uncharacterized LOC128209819
LOC128208267	ZFY21	4.13536821529697e-14	1040.36821768008	-7.98278959583384	-2.60143080755647	zinc finger FYVE domain-containing protein 21-like
LOC128219934	NA	6.19990434380186e-14	742.534711595797	-7.93098915132738	-2.61820637131109	uncharacterized LOC128219934
LOC128217181	ZG57	6.62467612628282e-14	200.477476611352	-7.92242273967904	-3.32582781394937	titin homolog
LOC128212039	ZRAN1	7.67563181186896e-14	493.08048619671	-7.90326653558892	-2.87244480386878	ubiquitin thioesterase zranb1-like
LOC128225081	NA	8.12924242654385e-14	1179.6653696303	-7.89544706555294	-2.37478429161273	protein Gawky-like
LOC128227959	NA	8.84672703447053e-14	265.578671163655	-7.88439668345507	-3.36340304110705	E3 ubiquitin-protein ligase Midline-1-like
LOC128244618	AKTIP	9.27611024154284e-14	326.037545868827	-7.87814636950216	-3.27511526278806	AKT-interacting protein-like
LOC128206532	TYDP2	1.02261540505463e-13	181.016075070927	-7.86513006987268	-3.92859786397537	tyrosyl-DNA phosphodiesterase 2-like
LOC128224249	C10	1.08564195383732e-13	286.385163864864	-7.85705188486776	-3.2498931647503	protein C10-like
LOC128242943	NA	1.23430447424276e-13	968.896651625564	-7.84023758808368	-3.22125552628576	uncharacterized LOC128242943
LOC128207929	ZN648	1.29250749532513e-13	290.367010657626	-7.83412517443687	-3.03930146765895	uncharacterized LOC128207929
LOC128203071	PK3CA	1.37598740032995e-13	359.32584501685	-7.82593234579845	-2.8419580385313	phosphatidylinositol 4%2C5-bisphosphate 3-kinase catalytic subunit alpha isoform-like
LOC128221088	DAPP1	1.51430701401322e-13	513.521357905233	-7.81322761544992	-2.65229300646716	dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide-like
LOC128203063	CNOT3	2.83619631505916e-13	1656.31889009592	-7.73151740482586	-2.29140329519233	CCR4-NOT transcription complex subunit 3-like
LOC128229758	ANK1	2.85163869150523e-13	650.570101206993	-7.73066624890734	-2.70091543262889	uncharacterized LOC128229758
LOC128207799	HR3	4.0670500955118e-13	744.873644779089	-7.68422520850425	-3.16421565000408	uncharacterized LOC128207799
LOC128213623	PRDM1	4.37141506186317e-13	568.510145894978	-7.67434261909453	-3.00302655906747	uncharacterized LOC128213623
LOC128208992	SRSF4	4.76981168826714e-13	591.039593714891	-7.66283568609313	-2.50456038189698	serine-arginine protein 55-like
LOC128214248	NA	5.15960357537068e-13	744.061528571504	-7.65226861681607	-2.59145085845305	short-chain collagen C4-like
LOC128220019	RSF1	5.74163913326007e-13	362.003605703554	-7.6381993401619	-2.93952454676255	remodeling and spacing factor 1-like
LOC128212502	R3HCL	5.99484721151311e-13	260.985629370603	-7.63216555137554	-3.09513945799048	uncharacterized LOC128212502
LOC128218402	NA	7.57781808710167e-13	424.894137973922	-7.60111778071798	-3.69145271200029	uncharacterized LOC128218402
